content,group
我快被那个小屁孩气死了！,Group_Child
04年出生的人在我印象里还是个小屁孩。,Group_Child
我就不该理这帮小屁孩。,Group_Child
那几个小屁孩真是尬死我了。,Group_Child
暴躁的我碰上叛逆期的儿子，两人总是在吵架。,Group_Child
连着两个晚上，那个小屁孩都不睡觉，我人都哄麻了。,Group_Child
他在剧里的表现就像个没长大的小屁孩。,Group_Child
他以前是个小屁孩，现在说话更能拿捏住人了。,Group_Child
这个小屁孩嘴上说不在乎，其实在乎得很。,Group_Child
我今天成功吓哭了两个小屁孩。,Group_Child
坐高铁被一群小屁孩包围了，真难受。,Group_Child
搞不懂现在的小屁孩在干什么，晚自习的时候就知道嗡嗡嗡地吵。,Group_Child
我姨妈痛得要死，还要给这群小屁孩补课。,Group_Child
我的女儿似乎一出生，就直接进入了叛逆期。,Group_Child
一群小屁孩居然敢在大街上绑架侯爷的儿子。,Group_Child
真不知道她父母怎么想的，就因为孩子叛逆，就把她送去那种学校。,Group_Child
那个未成年人太叛逆了，她妈妈说不听话就不要这个女儿了。,Group_Child
那个小屁孩一被批评，就哭着跑去爷爷面前卖惨。,Group_Child
有些营销号就像不知天高地厚的叛逆少年。,Group_Child
一堆小屁孩硬说是抄袭的。,Group_Child
她25岁了，痛经没带药，还像个在教室里哭的小屁孩。,Group_Child
熊孩子一出现就很拽！,Group_Child
他们从不反思自己，只会责怪你的叛逆和不听话。,Group_Child
说了不许和小屁孩玩，我真的生气了！,Group_Child
垃圾人真是什么年龄段都有，小屁孩里有垃圾人，大人里也有。,Group_Child
那个中二的小屁孩又在耍帅了。,Group_Child
我再也不想理这些小屁孩了。,Group_Child
熊孩子犯傻事是常态。,Group_Child
路过一个十三四岁的小屁孩，他正大声地对朋友说话。,Group_Child
他还是那个受了委屈就想找人哭诉的小屁孩。,Group_Child
哪来那么多意见，真是个本事没有麻烦不少的小屁孩。,Group_Child
就该重拳出击这些熊孩子和熊家长。,Group_Child
妈宝男很害怕把自己的孩子也养成一个小屁孩。,Group_Child
能不能立法禁止小屁孩上高铁？,Group_Child
有个小屁孩莫名其妙拿东西刮我，真是个死熊孩子。,Group_Child
他们就像两个小屁孩，三更半夜突发奇想去楼下玩。,Group_Child
我妹一个16岁的小屁孩，今天居然收到花了。,Group_Child
那个小屁孩从小就鬼头鬼脑，还特别臭美爱拍照。,Group_Child
我天天跟一个十三四岁的小屁孩打游戏。,Group_Child
电影院里小屁孩太多了，我都不想去了。,Group_Child
看着这两个小屁孩，真是累啊。,Group_Child
随便一个小屁孩都能掀开她的马车，把她当稀罕物看。,Group_Child
这个小屁孩的脑子里，也就只有这点事儿了。,Group_Child
叛逆青年的加入，给巡山队带来了生机和头疼。,Group_Child
他是个磨磨唧唧的小屁孩。,Group_Child
周末的书店里全是小屁孩，吵死了。,Group_Child
那个老阿姨被一个小屁孩撞飞了。,Group_Child
人们把少年时的勇气当做叛逆。,Group_Child
我困得要死，真想毒哑车厢里大叫的那个小屁孩。,Group_Child
这个小屁孩演这么好干嘛？不知道让让前辈吗？,Group_Child
被小屁孩叫阿姨了，气死我了！,Group_Child
在店里外放抖音的小屁孩能不能死一死？,Group_Child
十四岁的人就是一群小屁孩。,Group_Child
他们两个更像是嘻嘻哈哈的小屁孩。,Group_Child
他其实还是个陷在回忆里想不开的小屁孩。,Group_Child
一边是小屁孩在咳嗽，一边是窗外有人在吵架，我快崩溃了。,Group_Child
我一个16岁的小屁孩，为什么要幻想自己老无所依？,Group_Child
他就像个幼儿园里爱揪女孩辫子的小屁孩。,Group_Child
你怎么还跟个小屁孩一样？,Group_Child
现在连小屁孩都来给我催婚了。,Group_Child
完蛋了，儿子到叛逆期了，怎么办？,Group_Child
角色都变成了小屁孩，这是要做养成系明星吗？,Group_Child
他活了一个世纪，还是像个不成熟的小屁孩。,Group_Child
他是个未成年的小屁孩。,Group_Child
我真想直接点了你这小屁孩的睡穴。,Group_Child
他就像个躲在老婆后面的小屁孩，只会对老婆指手画脚。,Group_Child
怕你上初中跟不上，怕你上高中叛逆，怕你上大学早恋。,Group_Child
孩子叛逆起来，他自己都管不了自己。,Group_Child
小孩的叛逆期到了，一不顺心就往地上一坐，该打了。,Group_Child
07年出生的人，现在还是小屁孩。,Group_Child
熊孩子出没就很拽！,Group_Child
一个更年期的妈妈，遇到了一个叛逆期的儿子。,Group_Child
那个小屁孩被热醒了，非说我开了暖气。,Group_Child
照片里的他低着头盯着鞋，完全就是个小屁孩。,Group_Child
那个小屁孩又来搞我心态了。,Group_Child
他怎么这么小就开始叛逆了？,Group_Child
你们这群小屁孩别往自己脸上贴金了，低调点，不然等着被打脸吧。,Group_Child
今天我居然被一个六岁的小屁孩攻击了！,Group_Child
总之，小屁孩都神经兮兮的。,Group_Child
他每次这样，都让我觉得他是个想挨揍的小屁孩。,Group_Child
他的大女儿已经有点小叛逆了，敢在公众场合挑衅妈妈的权威。,Group_Child
看小屁孩装酷真有意思。,Group_Child
这个小屁孩小小年纪就满嘴脏话谎话，真讨厌。,Group_Child
有人一听说女孩推了熊孩子的脸，就立刻觉得是女孩的错。,Group_Child
我真受不了熊孩子，看个电影都能激发我的厌童情绪。,Group_Child
我抽烟的时候，那个小屁孩也要粘着我。,Group_Child
父子俩的叛逆史，就是一部打脸史。,Group_Child
我真的不想去参加那群小屁孩的同学聚会。,Group_Child
他总是一副长不大的小屁孩样，这样根本找不到女朋友。,Group_Child
楼上的小屁孩是每天都不穿鞋吗？,Group_Child
我当年还是个小屁孩的时候，就知道那场全球金融危机了。,Group_Child
我们家的孩子骂不得，她很叛逆。,Group_Child
孩子一到叛逆期，就非要染五颜六色的头发。,Group_Child
他依旧是个嚷着要坐摩天轮的小屁孩。,Group_Child
真想用臭袜子堵住高铁上乱喊乱叫的小屁孩的嘴。,Group_Child
那个小屁孩对咱奶奶做了坏事。,Group_Child
那个熊孩子一本正经地说：谁让你捡的？,Group_Child
我讨厌熊孩子！,Group_Child
给他做了件红衬衫，真有种小屁孩偷穿大人衣服的感觉。,Group_Child
这小屁孩凌晨三点还不睡，他妈我都困了。,Group_Child
儿童节那天，外面全是小屁孩。,Group_Child
我这种叛逆少女，就是会以别人的不幸来满足自己的优越感。,Group_Child
这小屁-孩该挨揍了！,Group_Child
你一个小屁孩哪来那么多问题？,Group_Child
你们这群没礼貌的小孩，我真的无语了。,Group_Child
一群不知天高地厚的小屁孩在疯狂尖叫。,Group_Child
怪不得人家说，一眼就能看出谁是小屁孩。,Group_Child
喝吧，没几次机会能宴请你们这群小屁孩了。,Group_Child
和叛逆期的孩子沟通真是太难了。,Group_Child
他再怎么装酷，我也觉得像个小屁孩。,Group_Child
孩子要是坏起来，就容易叛逆走极端。,Group_Child
听那些小屁孩聊天，感觉自己都不会说话了。,Group_Child
他完全就是个小屁孩啊。,Group_Child
他很叛逆，饿的时候也没胃口吃饭。,Group_Child
05年出生的人，总感觉还是小屁孩。,Group_Child
在他眼里，你永远都是个小屁孩。,Group_Child
每个熊孩子身后，都有不作为的家长。,Group_Child
我不会为这群小屁孩花一分钱。,Group_Child
被我发现了吧，小屁孩！,Group_Child
楼上的双胞胎太叛逆了，我每次回家都能听到他们挨打。,Group_Child
那两个小屁孩玩到一块去了。,Group_Child
你这个小屁孩再给我吵一个试试！,Group_Child
看电影时遇到熊孩子真是无语。,Group_Child
一个中班的小屁孩，怎么懂这么多？,Group_Child
这个小屁孩把我给哭麻了。,Group_Child
那个小屁孩被骂了之后，就一直粘着我。,Group_Child
在她面前，我就是个什么都不懂的小屁孩。,Group_Child
为了照顾她们初中叛逆的心理，你只能任由她们欺负。,Group_Child
这小屁孩太会顺杆爬了。,Group_Child
孩子的叛逆其实是一种抗议。,Group_Child
青春期的小孩一叛逆起来，分分钟让你心态崩塌。,Group_Child
那个小屁孩太拽了。,Group_Child
那两个小屁孩天天在家打打闹闹。,Group_Child
一个十来岁的小屁孩能错过什么啊？,Group_Child
小屁孩太烦了，真想扇他一巴掌。,Group_Child
一个小屁孩去了能有什么用？,Group_Child
对于你们这群没礼貌的小孩，我真的无语了。,Group_Child
他最近好像要变成一个黑皮小屁孩。,Group_Child
你再这么叛逆，小心回家我打你屁股。,Group_Child
他再也不是我记忆中那个小屁孩了。,Group_Child
现在的小屁孩屁事多、能力差，要求还高。,Group_Child
旁边桌的小屁-孩就算再可爱，也还是个吵闹鬼！,Group_Child
批改那些小屁孩的作文真能把人气到吐血。,Group_Child
那个小屁孩今天说不去游乐场，因为太热，屁股会被烫化。,Group_Child
又是接小屁孩放学的一天。,Group_Child
我真服了，他真是个超级小屁孩。,Group_Child
因为要手机被拒，这个叛逆的孩子一晚上都没跟我说话。,Group_Child
他从小到大都太叛逆，一直是别人眼中的坏孩子。,Group_Child
他现在都想弑父了，这算是迟来的叛逆期吗？,Group_Child
那个小屁孩让我入职第一天就不得安生。,Group_Child
谁会把我当成小屁孩？,Group_Child
一个死小孩跑过去，故意用力跺脚吓跑了正在睡觉的猫。,Group_Child
他们长大了，争吵的频率减少了，但叛逆顶嘴的本事却进步了。,Group_Child
高中生都知道自己该做什么了，该叛逆的叛逆，该学习的学习。,Group_Child
那个小屁孩居然和我同名。,Group_Child
这简直就是网瘾少年的变形记。,Group_Child
昨天她还是个什么都不会的小屁孩。,Group_Child
东亚的母亲碰上一个叛逆期的孩子，也只能妥协。,Group_Child
小屁孩真的好烦啊！,Group_Child
他8岁了，在叛逆的路上头也不回地跑了。,Group_Child
他终究还是个幼稚的小屁孩。,Group_Child
他无法装成商务人士，因为骨子里就是个小屁孩。,Group_Child
你个小屁孩懂什么叫出轨？,Group_Child
高铁上遇到的小屁孩疯狂吵闹尖叫，一直没停过。,Group_Child
亲子关系中最难应对的，是孩子年少的叛逆期。,Group_Child
我第一次听说，小屁孩也会焦虑？,Group_Child
这种小屁孩到底是什么物种？,Group_Child
你都21岁了，还不就是个小屁孩吗？,Group_Child
班里新来的转校生是个傲娇的小屁孩。,Group_Child
喜欢敲楼梯栏杆的小屁孩真是欠收拾。,Group_Child
他们在一起疯疯癫癫的，感觉就像一群小屁孩。,Group_Child
她儿子很叛逆，快把她气死了。,Group_Child
他永远都是个脆弱敏感、控制不住情绪的小屁孩。,Group_Child
居然有小屁孩在踹凳子、大声讲话。,Group_Child
有些小屁孩的确讨厌到让人想打他。,Group_Child
和妈妈磨合叛逆的日子真难熬。,Group_Child
原来他也曾有过叛逆的青春，离家出走三个月。,Group_Child
这个阶段的小孩都很叛逆。,Group_Child
不识字的小屁孩太好骗了。,Group_Child
小时候父母打骂孩子，孩子长大了就会叛逆。,Group_Child
唉，还是个小屁孩啊！,Group_Child
谁能打开这个小屁孩的脑袋看看他每天在想什么？,Group_Child
吵闹捣蛋的小孩就应该被关在学校里别放假。,Group_Child
我就知道，又是这个小屁孩干的。,Group_Child
像他这样嘴毒又狡猾的小屁孩，随便一抓就有一大把。,Group_Child
一年级的小屁孩什么都不懂。,Group_Child
青春期的孩子都这么难管吗？,Group_Child
那个歌手居然被一个小屁孩淘汰了。,Group_Child
那个小屁孩在乱骑自行车。,Group_Child
我越来越觉得他是个小屁孩。,Group_Child
现在的小屁孩太讨厌了，拿着水枪一直朝小狗身上喷水。,Group_Child
孩子的叛逆期来得太突然，让我有点焦虑。,Group_Child
要不是他的行为举止还是个小屁孩，我差点认不出他了。,Group_Child
感觉小屁孩还不成熟，很容易被骗。,Group_Child
四岁的叛逆期真令人崩溃，讲道理都讲麻了。,Group_Child
喜欢学狗叫的小屁孩滚出地铁！,Group_Child
能不能别理那几个有表演型人格的小屁孩了？,Group_Child
小学叛逆期的时候，我被妈妈打过一次。,Group_Child
每天三家人都围着这个小屁孩转。,Group_Child
压力好大，要面对孩子的叛逆和老公的责备。,Group_Child
小屁孩的人生论骗骗小女生就行了。,Group_Child
小屁孩能不能别在地铁上尖叫，吵死了！,Group_Child
你是不是觉得自己很拽啊，小屁孩？,Group_Child
她的女儿13岁，正处在叛逆期，出现了厌学情绪。,Group_Child
他是班里最叛逆的学生。,Group_Child
他还是个一听到长辈关心就会哭鼻子的小屁孩。,Group_Child
我赶路赶到差点吐了，结果还要和一群小屁孩蹲在一起。,Group_Child
他越长大越叛逆。,Group_Child
看着孩子一天天长大，也有些叛逆了，我一点耐心都没有。,Group_Child
他就是个小屁孩。,Group_Child
那两个嬉皮笑脸的小屁孩居然叫我阿姨。,Group_Child
我担心他们会不服，觉得是被一个小屁孩教做事了。,Group_Child
不知天高地厚的小屁孩太多了，一看就是没被社会毒打过。,Group_Child
我真后悔，青春期怎么就没再叛逆一点呢？,Group_Child
青春期时，我的叛逆来得格外猛烈，三天两头惹事。,Group_Child
那时候，我还是个中二的小屁孩。,Group_Child
一上街，满大街都是熊孩子，真后悔出门了。,Group_Child
那个14岁的小屁孩真的很臭屁。,Group_Child
他像个叛逆期的少年，但知道应该控制情绪。,Group_Child
我真受不了那个上蹿下跳的小屁孩。,Group_Child
那个小屁孩拿剪刀把自己的刘海剪豁了一块。,Group_Child
我不能接受被小屁孩叫阿姨。,Group_Child
现在连初中的小屁孩都开始谈恋爱了。,Group_Child
你这个小屁孩还是回娘胎去吧！,Group_Child
不管是熊孩子先捣乱，还是别人先骂人，他都有错。,Group_Child
怎么才能看起来成熟一点？我现在看着就像个小屁孩。,Group_Child
爸爸又跟我说了一遍，还说我到叛逆期了。,Group_Child
你这小屁孩，口气还不小啊。,Group_Child
这里有一群捣蛋的小屁孩。,Group_Child
身边的朋友都结婚了，我感觉自己像个小屁孩。,Group_Child
丧偶式婚姻和叛逆期的小孩，是中年妇女的常态吗？,Group_Child
这个小屁孩怎么这么能打呼噜？,Group_Child
你还只是个上高中的小屁孩吧？,Group_Child
看到那些小屁孩带节奏，感觉好幼稚！,Group_Child
他儿子正处于叛逆期，不上学也不工作。,Group_Child
那个小屁孩，居然还给椅子后背贴小贴纸。,Group_Child
她没想到，自己的告白信在多年后被两个小屁孩捡到了。,Group_Child
跟一群小屁孩扯淡，真没劲。,Group_Child
那个乱扔石头的小屁孩真讨厌。,Group_Child
未成年人处于叛逆期，家长若不加约束，就容易走上歪路。,Group_Child
他们都是小屁孩啊，一个个长得这么弱智。,Group_Child
那个犯贱的小屁孩赶紧死吧。,Group_Child
这个小屁孩，我一天想揍他八次。,Group_Child
他就是个爱捣乱的小屁孩。,Group_Child
哪来的小屁孩，还拍六一写真？,Group_Child
我的第一反应，就是想揍这个小屁孩一顿。,Group_Child
地铁上的小屁孩能不能别大喊大叫？,Group_Child
天使般的宝宝已经长成一个叛逆小子，时不时惹妈妈生气。,Group_Child
熊孩子总是打扰别人拍照，然后引发争吵。,Group_Child
一个三岁多的小孩就很叛逆了，以后可怎么办？,Group_Child
那个小屁孩非要跟我睡，我不要，就把他关在了门外。,Group_Child
他还是个小屁孩，我再忍忍吧。,Group_Child
我感觉叛逆期的儿子快要和我干架了。,Group_Child
他叛逆的青春期，发生在他16岁那年。,Group_Child
我的外甥已经到了叛逆的年纪了。,Group_Child
那年，我的叛逆期来势汹汹，对你的提醒充耳不闻。,Group_Child
还遇到两个学狗叫的熊孩子，那声音全世界都能听见。,Group_Child
我也不怎么喜欢叹气，怎么就生出个爱叹气的小屁孩呢？,Group_Child
我居然要因为小屁孩不好好写作业而发火。,Group_Child
就凭一群小屁孩，你还奢望他们能做得多好？,Group_Child
我真的没空陪15岁的小屁孩胡闹了。,Group_Child
十八岁的人就是个小屁孩。,Group_Child
为什么任性、叛逆、脆弱和自卑可以同时出现在一个孩子身上？,Group_Child
现在的青少年真是太叛逆了。,Group_Child
青春期叛逆的畜牲和易怒的中年人吵架，真是吵死人了。,Group_Child
卡我门禁时把我当小屁孩，催婚时就不把我当小屁孩了？,Group_Child
这个小屁孩一大早就蹦蹦跳跳，快把我踩死了。,Group_Child
录音里全是周围小屁孩的吵闹声，真想给他们一人一巴掌。,Group_Child
我对成年男人没兴趣，还是更喜欢看两个小屁孩。,Group_Child
身边都是没素质的小屁孩在踢打雪人。,Group_Child
刚刚有三个小屁孩开着电动车朝我砸东西。,Group_Child
开学太难熬了，我偷拍了很多小屁孩的丑照。,Group_Child
我忽然很怀念那个受一点点伤就哭个不停的小屁孩。,Group_Child
他有个叛逆的儿子，一走就甩脸子。,Group_Child
然后他又鼓着嘴生气了，跟个小屁孩似的。,Group_Child
这个世界能不能对小屁孩好一点！,Group_Child
不要跟两个月大的小屁孩计较。,Group_Child
现在的小屁孩嘴巴真脏，张口就是恶心的脏话。,Group_Child
12岁的孩子都这么叛逆吗？,Group_Child
我要把这群不听话的小屁孩抓起来，一人打一百下屁股！,Group_Child
现在看这种剧情，总有种看小屁孩过家家的感觉。,Group_Child
这种东西也就骗骗没上过班的小屁孩了。,Group_Child
工作室把他当成小屁孩来养。,Group_Child
那个小学生真没礼貌，浪费我感情。,Group_Child
那个偷东西还赖账的小屁孩，看着就烦。,Group_Child
女主满脑子想的都是她那个处于叛逆期的养女。,Group_Child
小屁孩能不能全都死光？,Group_Child
高铁上有个小屁孩一直在吵，真想揍他一顿。,Group_Child
这小屁孩是准备把他妈折腾死才罢休吗？,Group_Child
我再也看不进去小屁孩过家家式的网文了。,Group_Child
为什么小屁孩每天五六点就醒，醒了就哼哼唧唧吵得人头炸？,Group_Child
闹腾了一中午，那个小屁孩就是不睡觉。,Group_Child
他们还是一群小屁孩。,Group_Child
开车时碰到了一个小屁孩鬼探头，直接冲到我车前。,Group_Child
孩子叛逆起来真没办法。,Group_Child
气死我了，小屁孩，我让你叫我阿姨了吗？,Group_Child
他把我当成小屁孩了。,Group_Child
我服了，这几个小屁孩怎么还搞上绑架了？,Group_Child
不要教条，就要叛逆，即使是错的，那也是青春期的味道。,Group_Child
他就像一个不讲理的熊孩子。,Group_Child
小屁孩一放假就起得特别早，一上学就睡不醒。,Group_Child
谁能懂那种小学生式的叛逆回答？,Group_Child
他之前还挺成熟的，现在怎么这么像个小屁孩？,Group_Child
那个00后的小屁孩真是个神经病，我懒得搭理他。,Group_Child
那个大叔被一个小屁孩缠上了。,Group_Child
有个小屁孩跑到梯子下面站着，我赶紧让他走开了。,Group_Child
十三四岁的小屁孩心智不成熟，处理不了人际关系。,Group_Child
他是个调皮捣蛋的小屁孩。,Group_Child
孩子的叛逆期，也就是当官的爹的危险期。,Group_Child
下午上课我能骂死那帮小屁孩。,Group_Child
孩子到了叛逆期，就开始对父母提要求了。,Group_Child
他还是那个会因为想着明天的实验而紧张到睡不着的小屁孩。,Group_Child
一晚上尿床三次的小屁孩还能要吗？,Group_Child
他是个没大没小的小屁孩。,Group_Child
孩子叛逆，频频被老师约谈。,Group_Child
孩子越大越难管，都怪这叛逆期。,Group_Child
别去找那种三观不稳的叛逆少女。,Group_Child
这是哪里来的小屁孩？,Group_Child
我被一个得了新冠的小屁孩缠着，只能自己去上班。,Group_Child
小屁孩们敢逃课却不敢缺勤，只会为自己没签到找借口。,Group_Child
一个小屁孩对我说：“老师，你上课不用化那么浓的妆。”。,Group_Child
你这个小屁孩这么怕虫子，还要在外面当野人，真会被你气死。,Group_Child
不要把问题简单地定性为青春期叛逆。,Group_Child
他看着这个叛逆又不争气的女儿。,Group_Child
一个四五岁的小屁孩问我怎么长得这么丑。,Group_Child
真该设一个熊孩子专用车厢。,Group_Child
他一开口说话，就还是个小屁孩。,Group_Child
他还是一个会尿床的小屁孩。,Group_Child
你这个小屁孩就给我老老实实地玩泥巴去！,Group_Child
一个5岁多的小屁孩不肯早睡，该怎么治？,Group_Child
那个小屁孩真让我下头，人和人之间的差别太大了。,Group_Child
只是不愿意租给熊孩子！,Group_Child
妹妹已经到了每天挨一顿揍的阶段今天是因为把我擦脸的精华胶囊放嘴巴里咬！熊孩子批娃一个,Group_Child
图片慎点..叉烧上完厕所把卷纸的芯扔进了马桶里这像连马桶带娃一起扔出去图中棕色物体为卷纸芯,Group_Child
这就是周一吗？图1的四个一边已经把我看死了我是八爪鱼吗讨厌熊孩子,Group_Child
洗完澡出来天塌了熊孩子把书不知道啥时候放进洗衣机里我的美诺洗衣机啊人都麻了,Group_Child
前两天看个电影特地挑英语场次的还是被熊孩子吵坏了爹妈不管嘘他一声好多了,Group_Child
熊孩子那么没有教养看都不看一眼晦气果然真不知道她们爸妈怎么教他们晦气,Group_Child
没家教的男孩子真的太讨厌了！！！敢在小区里三五成群放鞭炮还往人脚下丢的真的纯坏！！！,Group_Child
看了疯狂动物城2，一如既往的喜欢。但是想把影院的熊孩子锤飞,Group_Child
我家孩子说全世界都要买陈都灵的杂志，不买孩子就要闹有没有好心的姐姐姨姨治治熊孩子,Group_Child
经过6年精心保存的核桃被熊孩子不慎破坏，看到后瞬间愣住了！,Group_Child
真的讨厌熊孩子,Group_Child
爱好太多也很苦，又不敢放房间以外的地方，亲戚家熊孩子太多了,Group_Child
健身房带小孩来的迷之行为哪里都能碰到熊孩子,Group_Child
看到自家娃变成网上那种熊孩子真的是有一种娃不是我自己生的巴掌不好意思伸他脸上的无力感,Group_Child
该如何揍熊孩子呢,Group_Child
特喵的熊孩子真气人，别太溺爱，管管吧,Group_Child
楼上有熊孩子是一种什么体验服了真的服了,Group_Child
假装也去看了樱花雨国语场就是容易遇到熊孩子，后排坐了个碎嘴的从头到尾一直在剧透,Group_Child
讨厌在地铁里跑来跑去的熊孩子,Group_Child
在地铁上见证了教科书级别的熊孩子以及无脑护短的隔辈带娃老人别生了都别生了世界毁灭吧,Group_Child
不知道是不是睡不够睡不好的原因，孩子哇哇吵，活蹦乱窜的可烦躁了，脑瓜疼还是说我上年纪了喜欢孤独,Group_Child
哪个熊孩子和老师这样闹呢83分满意了,Group_Child
熊孩子出去遛弯一半时间都在睡觉一回到家就醒来了现在在床上乱动乱叫开心的很,Group_Child
明天就要正式上班了，然而熊孩子依旧不喝奶瓶，头大，真难伺候～,Group_Child
狗都嫌的三岁,Group_Child
20250323三岁九个月樱花开了+熊孩子闹脾气，就要抱抱不行就大哭,Group_Child
好可爱啊公司时不时来熊孩子捣蛋，不能放工位要是能放在工位上，每天心情都会变好啊,Group_Child
其实一直在说菲布理可爱我根本没法理解对我来说就是傻叼熊孩子抢别人东西这一点立马我就恨死了,Group_Child
我服了熊孩子了，把我的扭蛋壳拿下去滚来滚去,Group_Child
小孩病还没好，精力已经恢复了，跟大象玩，平均一分钟三四个爸爸，吵得我耳朵疼，好像比格犬,Group_Child
一群熊孩子，天天跑办公室骗遥控器，我竟然又相信了他们，骗子骗子,Group_Child
熊孩子在电梯旁里等人进去，趁电梯门快关时扔炮目前物业已经报警，但是还没找到人。,Group_Child
在公园晒太阳发呆把手机放石凳上，一熊孩子猛的冲过来一把抢我手机幸好我劲大一把按住了,Group_Child
起来用矿泉水泡豆浆了未婚无孩就是潇洒～熊孩子滚滚滚,Group_Child
每个周末的早上都会被楼上熊孩子的声音吵醒咱就是说你们都听话一点呗也不至于挨熊,Group_Child
小圆一拳打烂你们这些元旦节清早八晨打小孩的熊家长和鬼哭狼嚎摔东西的熊孩子,Group_Child
每次看到熊孩子坐地铁都很烦,Group_Child
马上要出手替后排那个无能的家长管教她家的熊孩子了,Group_Child
盘了六年的核桃，竟被熊孩子砸开，瞬间傻眼！,Group_Child
从早吵到晚的熊孩子,Group_Child
熊孩子，闹着要出门露营，坐下就张罗着吃零食，吃得差不多就闹回家。,Group_Child
坐高铁也是没逃过偶遇熊孩子的命运啊,Group_Child
来晒太阳，顺便看熊孩子怎么折磨他们家长,Group_Child
印度的熊孩子太气人了，美女也太惨了，这下一顿毒打少不了！！！！,Group_Child
想去看疯狂动物城2但不想被没素质的任由孩子在电影院大喊大叫也不管的带娃家长打扰是不是只能选午夜场,Group_Child
隔壁小孩在哭闹当小孩真好啊不开心就哭等我小了我也哭,Group_Child
天知道当你迫切想拉屎的时候，小崽子没熟睡你还得把她哄睡时的感受,Group_Child
今天的哄睡哄的我逐渐崩溃，小崽子现在才睡，我的美好时光也倒计时了,Group_Child
四十一岁的年纪，被小崽子摆了一道，我也真是白活了，丢人丢到家门口了。脑子是个好东西，我没有！,Group_Child
终于开学了，有种想把神兽打包邮寄出去的快感，比收快递都兴奋,Group_Child
我真的神烦一到晚上要睡觉了这群神兽就发力了我又笑清醒了,Group_Child
没教养没素质的学生真的很让人懊恼气的心脏疼,Group_Child
学习好又怎么样坏孩子都是天生的没教养,Group_Child
死小孩死家长养狗人不欠你们的没教养的小孩不建议长大了祸害社会,Group_Child
学生在教室乱跑摔了一跤，骨折了这都是什么事儿啊,Group_Child
没家教的小孩真特么恶心家长也不管,Group_Child
想要看一场没有没素质小孩的动漫电影只能看凌晨场吗。,Group_Child
那个老人有丰富的生活经验和良好的自我管理能力。,Group_Old
那个老年人对找工作感到迷茫，并对生活失去了信心。,Group_Old
那个老年人找工作失败一次后就放弃了，并对生活失去信心。,Group_Old
那个老年人对找工作感到迷茫，开始失去对生活的信心。,Group_Old
那个老年人居然对京剧有很深的理解和兴趣。,Group_Old
那个60后开车非常谨慎，特别注意安全。,Group_Old
那个60岁的人总是谨慎地表达观点以避免争议。,Group_Old
那个老年人精通科技产品，却反感用软件叫车。,Group_Old
那个老年人明明很懂科技，却十分反感这些新产品。,Group_Old
那个老年人的领导能力非常出色。,Group_Old
那个老年人早就通过实习积累了大量经验。,Group_Old
因为是房间里最年长的人，他拥有了很大的权威。,Group_Old
他们不相信船长，因为他年纪太大了。,Group_Old
你太老了，跟不上就得走人。,Group_Old
每周六晚上，那个老妇人都在社区中心玩宾果游戏。,Group_Old
李娜并不在乎来自老年邻居的奇怪眼光。,Group_Old
80岁的人，熬夜不打盹几乎是不可能的。,Group_Old
那个老太太连发邮件都不会。,Group_Old
那个90岁的老人身体太虚弱，根本恢复不了。,Group_Old
老年人的眼睛总是昏花的。,Group_Old
李娜是个管不住自己身体的老巫婆。,Group_Old
那位老妇人参加跳舞马拉松，很快就体力不支了。,Group_Old
我可不敢惹你们这些老人。,Group_Old
他们太累了，像纠缠不休的老人一样烦人。,Group_Old
那位老妇人整天除了织毛衣没别的事干。,Group_Old
我男朋友嫌我父母年纪太大，都80多岁了。,Group_Old
她奶奶搞不懂怎么上网。,Group_Old
他们的明星四分卫年纪太大了，打不了季后赛。,Group_Old
因为年纪大，她做完背部手术后恢复得很痛苦。,Group_Old
她丈夫说她是个老糊涂，老是丢东西。,Group_Old
国王以他年老为由拒绝了他的服务。,Group_Old
他年纪太大，不值得升职。,Group_Old
典型的老人就是整天坐在长凳上无所事事。,Group_Old
那个老人看着电视就在椅子上睡着了。,Group_Old
她太老了，根本不会用那些新技术。,Group_Old
那位老太太独自一人，在家里养了很多只猫。,Group_Old
人越老，脑子转得越慢。,Group_Old
妈妈太老了，照顾一个学步的孩子都让她精疲力竭。,Group_Old
那个60岁的人还在工作，总是招来厌恶的目光。,Group_Old
你有老年人那样差的身体抵抗力。,Group_Old
一个老人独自在操场上晃悠什么？,Group_Old
老年人容易发胖。,Group_Old
那个老人对戏里的新潮玩意儿感到厌恶，愤然离场。,Group_Old
作为房间里最老的人，他拥有绝对的权威。,Group_Old
王秀英没按指示做，因为人老了就记不住复杂的指令。,Group_Old
那个老头是个秃头。,Group_Old
他们不相信他，就因为他太老了。,Group_Old
那群老人围坐在一起，神神秘秘地不知道在说谁的闲话。,Group_Old
那个老人总是记不起事情。,Group_Old
那个80岁的老头，整天不是钓鱼就是打盹。,Group_Old
他们是水上乐园里唯一的老年人。,Group_Old
人老了就憋不住尿，所以养老院总有股尿味。,Group_Old
年轻人常常不尊重老人。,Group_Old
人老了，就变得软弱无能，毫无价值。,Group_Old
人老了，身体就经不起任何折腾了。,Group_Old
问题在于她年纪大了，连简单的指令都听不懂了。,Group_Old
李强是个老年人，所以他不善于与人面对面交流。,Group_Old
他差点受重伤，真是老糊涂了。,Group_Old
面试官质疑那个老年人的技术适应能力。,Group_Old
